name,part_number,manufacturer_id,price,installation_difficulty,installation_time,symptoms,product_types,replacement_parts,manufacturer,availability,video_url,product_url
Estate Refrigerator Rear Roller,PS11751112,WPW10250570,27.95,,,,"Refrigerator, Freezer.","AP6017812, 2196236, 2254625, 981122, W10250570, WP2196236",Whirlpool,In Stock,https://www.youtube.com/watch?v=d6AvOkulk_g,https://www.partselect.com/PS11751112-Whirlpool-WPW10250570-Refrigerator-Rear-Roller.htm?SourceCode=18
Estate Refrigerator Axle,PS16730893,W11594405,16.95,,,,"Refrigerator, Freezer.","2179826, 2183016, 2221797, 2262072, 981126, W10876799, W11087168, W11251741, W11365768, W11365774, W11476984, WP2179826",Whirlpool,In Stock,https://www.youtube.com/watch?v=d6AvOkulk_g,https://www.partselect.com/PS16730893-Whirlpool-W11594405-AXLE.htm?SourceCode=18
Estate Refrigerator Cab Roller,PS11755335,WPW10475495,24.95,,,,"Refrigerator, Freezer.","AP6022006, 2150304, W10475495, W11429030, W11581272",Whirlpool,In Stock,https://www.youtube.com/watch?v=_b86KTYyXdk,https://www.partselect.com/PS11755335-Whirlpool-WPW10475495-Cab-Roller.htm?SourceCode=18
Estate Refrigerator Cabinet Rear Roller - Kit Of 2,PS371783,4388239,52.45,,,,"Refrigerator, Freezer.","AP3108943, 586789, 2150304, 4388239, 836054, 9791758",Whirlpool,In Stock,,https://www.partselect.com/PS371783-Whirlpool-4388239-Cabinet-Rear-Roller-Kit-of-2.htm?SourceCode=18
Estate Refrigerator White,PS313596,1104632,202.3,,,,Refrigerator.,945280,Whirlpool,Special Order,,https://www.partselect.com/PS313596-Whirlpool-1104632-WHITE.htm?SourceCode=18
Estate Refrigerator White,PS323800,2157708,150.3,,,,Refrigerator.,,Whirlpool,Special Order,,https://www.partselect.com/PS323800-Whirlpool-2157708-WHITE.htm?SourceCode=18
Estate Refrigerator Axle Rivet,PS11740002,WP2264756,9.95,,,,Refrigerator.,2264756,Whirlpool,Special Order,,https://www.partselect.com/PS11740002-Whirlpool-WP2264756-Axle-Rivet.htm?SourceCode=18
Estate Refrigerator Roller-cab,PS1485468,2324094,231.27,,,,Refrigerator.,"AP4031174, 1408401, 2201555, 2217757, 2324094",Whirlpool,Special Order,,https://www.partselect.com/PS1485468-Whirlpool-2324094-ROLLER-CAB.htm?SourceCode=18
Estate Refrigerator Roller-front,PS11749008,WPW10142530,53.5,,,,Refrigerator.,W10142530,Whirlpool,In Stock,,https://www.partselect.com/PS11749008-Whirlpool-WPW10142530-Roller-Front.htm?SourceCode=18
Estate Refrigerator Harness Wire,PS12349751,W11234406,73.77,,,,Refrigerator.,"AP6331312, 2187826, 2206504, 2310114, 2310240, W10129821",Whirlpool,In Stock,,https://www.partselect.com/PS12349751-Whirlpool-W11234406-Harness-Wire.htm?SourceCode=18
Estate Refrigerator Wiring Harness,PS11752527,WPW10309395,141.96,,,,Refrigerator.,"AP6019221, 2187783, W10309395",Whirlpool,In Stock,,https://www.partselect.com/PS11752527-Whirlpool-WPW10309395-Wiring-Harness.htm?SourceCode=18
Estate Refrigerator Connector,PS11753081,WPW10334458,18.95,,,,Refrigerator.,"2320322, W10271540, W10334458, WPW10271540",Whirlpool,In Stock,,https://www.partselect.com/PS11753081-Whirlpool-WPW10334458-Connector.htm?SourceCode=18
Estate Refrigerator Wire Harness,PS12070569,W11084324,54.56,,,,Refrigerator.,"W10281330, W10297482",Whirlpool,In Stock,,https://www.partselect.com/PS12070569-Whirlpool-W11084324-Wire-Harness.htm?SourceCode=18
Estate Refrigerator Terminal,PS395325,833938,9.95,,,,"Refrigerator, Freezer, Ice Maker, Range.","AP3069258, 729317, 833938, 83398",Whirlpool,In Stock,,https://www.partselect.com/PS395325-Whirlpool-833938-TERMINAL.htm?SourceCode=18
Estate Refrigerator Wire Assembly (production),PS11738985,WP2172890,7.95,,,,"Refrigerator, Freezer.","1127675, 2172890, 4387765",Whirlpool,Special Order,,https://www.partselect.com/PS11738985-Whirlpool-WP2172890-Wire-Assembly-Production.htm?SourceCode=18
Estate Refrigerator Ice Maker Wire Harness,PS11739095,WP2187464,58.76,,,,"Refrigerator, Ice Maker.","2187464, 627840, 628171, 628256, 628281",Whirlpool,In Stock,https://www.youtube.com/watch?v=d6AvOkulk_g,https://www.partselect.com/PS11739095-Whirlpool-WP2187464-Ice-Maker-Wire-Harness.htm?SourceCode=18
Estate Refrigerator Harns-wire,PS650452,2187382,127.82,,,,Refrigerator.,"AP3174550, 939268, 2187382",Whirlpool,Special Order,,https://www.partselect.com/PS650452-Whirlpool-2187382-HARNS-WIRE.htm?SourceCode=18
Estate Refrigerator Connector,PS11738911,WP2154473,22.95,,,,Refrigerator.,"AP6005850, 2154473, 2162412, 2162413",Whirlpool,Special Order,,https://www.partselect.com/PS11738911-Whirlpool-WP2154473-Connector.htm?SourceCode=18
Estate Refrigerator Connector,PS11742367,WP4318044,12.95,,,,Refrigerator.,"2196152, 4318044",Whirlpool,Special Order,,https://www.partselect.com/PS11742367-Whirlpool-WP4318044-Connector.htm?SourceCode=18
Gaggenau Refrigerator Water Filter,PS11722130,EDR4RXD1,75.79,,,Not dispensing water | Ice maker not making ice | Leaking | Ice maker dispenses too little ice,Refrigerator.,"AP5983564, 12589201, 12589203, 12589206, 12589208, 12589210, 13040201, 13040214, 13040216, 13040216N, 13040218, 4396395, 67002269, 67002671, 67003523, 67003523A, 67003526, 67003591, 67003640, 67003727 ... Show more",Whirlpool,In Stock,https://www.youtube.com/watch?v=5oA-c0VklDg,https://www.partselect.com/PS11722130-Whirlpool-EDR4RXD1-Refrigerator-Water-Filter.htm?SourceCode=18
Gaggenau Refrigerator Pantry Drawer Lid,PS11723190,W10827015,116.87,,,Door won’t open or close | Fridge too cold,Refrigerator.,"AP5985816, 12656813, 12656814, 12656815, 12656816, 12656818, 67002319, 67002812, 67003170, 67003305, 67003332, 67003333, 67004643, 67004698, 67005899, 67005900, 67005903, 67005910, 67006736, 8171060 ... Show more",Whirlpool,In Stock,https://www.youtube.com/watch?v=b_7UE9KLYAU,https://www.partselect.com/PS11723190-Whirlpool-W10827015-Refrigerator-Pantry-Drawer-Lid.htm?SourceCode=18
Gaggenau Refrigerator Door Switch,PS12728638,W11384469,29.37,,,Light not working,"Refrigerator, Freezer, Ice Maker.","AP6893312, 0054153, 0086495, 046789-01, 1021, 1107734, 1108055, 1108112, 1118894, 1118895, 12466102, 14001066, 14200201, 14205646, 14210229, 14214567, 1547075, 1549695, 2-32164-001, 2154668 ... Show more",Whirlpool,In Stock,https://www.youtube.com/watch?v=2juGyjXFpyk,https://www.partselect.com/PS12728638-Whirlpool-W11384469-Refrigerator-Door-Switch.htm?SourceCode=18
Gaggenau Refrigerator Crisper Drawer,PS11743502,WP67002659,93.62,,,Door won’t open or close,Refrigerator.,"AP6010323, 12531105, 12531105SP, 12724110, 67002243, 67002659, 67004823, 8171053, 8171207",Whirlpool,In Stock,https://www.youtube.com/watch?v=uPUhvT0hMDs,https://www.partselect.com/PS11743502-Whirlpool-WP67002659-Refrigerator-Crisper-Drawer.htm?SourceCode=18
Gaggenau Refrigerator Door Switch,PS12731166,W11396033,29.37,,,Light not working | Ice maker not making ice | Not dispensing water | Ice maker won’t dispense ice,Refrigerator.,"AP6973145, 12002646, 12466101, 12466103, 12466105, 12466105SP, 12466114, 61003254, 61003661, 61005052, 67005653, 8170842, 8208349, C3680312, W10656771, W10847848, W10847849, WPW10656771",Whirlpool,In Stock,https://www.youtube.com/watch?v=S7QQ8Y97Fog,https://www.partselect.com/PS12731166-Whirlpool-W11396033-Door-Switch.htm?SourceCode=18
Gaggenau Refrigerator Door Gasket (white),PS11759516,W10830189,125.08,,,Door Sweating | Fridge too warm | Door won’t open or close | Fridge too cold,Refrigerator.,"AP6027234, 12723206W, 67002715, 67002997, 67003382, 67003546, 8208244, W10137006, W10163894, W10163894N, W10443221, W10571959",Whirlpool,In Stock,https://www.youtube.com/watch?v=H_YGyLUT564,https://www.partselect.com/PS11759516-Whirlpool-W10830189-Refrigerator-Door-Gasket-White.htm?SourceCode=18
Gaggenau Refrigerator Pantry End Cap,PS11738573,WP12656105,49.3,,,Door won’t open or close,Refrigerator.,"AP6005524, 12656103, 12656105, 67002326, 67005862, 8171058",Whirlpool,In Stock,https://www.youtube.com/watch?v=wvqM2MrCNyo,https://www.partselect.com/PS11738573-Whirlpool-WP12656105-Refrigerator-Pantry-End-Cap.htm?SourceCode=18
Gaggenau Refrigerator Pivot Block,PS11743531,WP67003405,10.45,,,Door won’t open or close,Refrigerator.,"AP6010352, 12698403, 67003194, 67003405, 8208254",Whirlpool,In Stock,https://www.youtube.com/watch?v=d6AvOkulk_g,https://www.partselect.com/PS11743531-Whirlpool-WP67003405-Refrigerator-Pivot-Block.htm?SourceCode=18
Gaggenau Refrigerator Humidity Control Slide,PS11743638,WP67005864,9.95,,,,Refrigerator.,"AP6010458, 12530805, 12530805SP, 12530806, 12530806SP, 67001062, 67001287, 67002751, 67004095, 67005864, 67005865, 8171049, Y67001287",Whirlpool,In Stock,https://www.youtube.com/watch?v=NK0NTCsAgKk,https://www.partselect.com/PS11743638-Whirlpool-WP67005864-Refrigerator-Humidity-Control-Slide.htm?SourceCode=18
Gaggenau Refrigerator Thermistor,PS2003772,12002355,42.95,,,Fridge too cold | Fridge too warm | Freezer too cold | Freezer section too warm,Refrigerator.,"AP4009169, 1057227, 12002355, 12002355VP, 12002356, 12791403, 12791403SP, 12791404, 12791404SP, 12791405, 12791405SP, 12791406, 12791406SP, 12791407, 12791407SP, 12791409SP, 12791411, 67003871, 67003872, 67004034 ... Show more",Whirlpool,In Stock,https://www.youtube.com/watch?v=3qaE8zcOqvY,https://www.partselect.com/PS2003772-Whirlpool-12002355-Thermistor.htm?SourceCode=18
Gaggenau Refrigerator Water Filter,PS16556076,11034152,68.53,,,,"Freezer, Refrigerator.","00499850, 00641425, 00644845, 00649379, 00713913, 00740560, 00740570, 00740574, 00741509, 11028820, 11028821, 11034151, 17005585, 499850, 641425, 644845, 649379, 713913, 740560, 740570 ... Show more",Bosch,In Stock,https://www.youtube.com/watch?v=d6AvOkulk_g,https://www.partselect.com/PS16556076-Bosch-11034152-Refrigerator-Water-Filter.htm?SourceCode=18
Gaggenau Refrigerator Water Filter Bypass,PS12731165,W11395888,44.04,,,Not dispensing water | Ice maker not making ice | Leaking | Ice maker dispenses too little ice,Refrigerator.,"AP6973144, 12664501, 12664501SP, 67002886, 67003146, 8171042, WP12664501",Whirlpool,In Stock,https://www.youtube.com/watch?v=4RbJ_jJ3rd4,https://www.partselect.com/PS12731165-Whirlpool-W11395888-Refrigerator-Water-Filter-Bypass.htm?SourceCode=18
Gaggenau Refrigerator Water Filter Backing Plate,PS11743466,WP67001668,15.68,,,Not dispensing water,Refrigerator.,"AP6010287, 12704801, 67001668, 8171030",Whirlpool,In Stock,https://www.youtube.com/watch?v=5oA-c0VklDg,https://www.partselect.com/PS11743466-Whirlpool-WP67001668-Refrigerator-Water-Filter-Backing-Plate.htm?SourceCode=18
Gaggenau Refrigerator Active Carbon Filter,PS11724642,00636458,58.08,,,,"Refrigerator, Freezer.","AP5984615, 00606216, 00615453, 00625365, 00635532, 606216, 615453, 625365, 635532, 636458",Bosch,In Stock,,https://www.partselect.com/PS11724642-Bosch-00636458-ACTIVE-CARBON-FILTER.htm?SourceCode=18
Gaggenau Refrigerator Filter,PS8726488,00605703,15.82,,,,Refrigerator.,"AP3962412, 605703",Bosch,Special Order,,https://www.partselect.com/PS8726488-Bosch-00605703-FILTER.htm?SourceCode=18
Gaggenau Refrigerator Filter,PS11704789,00627677,246.72,,,,"Range, Refrigerator.","AP5972142, 00181839, 00182183, 00655725, 181839, 182183, 627677, 655725",Bosch,In Stock,,https://www.partselect.com/PS11704789-Bosch-00627677-FILTER.htm?SourceCode=18
Gaggenau Refrigerator Filter,PS8726487,00605702,14.01,,,,Refrigerator.,"AP3962411, 605702",Bosch,Special Order,,https://www.partselect.com/PS8726487-Bosch-00605702-FILTER.htm?SourceCode=18
Gaggenau Refrigerator Filter,PS8726489,00605704,15.82,,,,Refrigerator.,"AP3962378, 605704",Bosch,Special Order,,https://www.partselect.com/PS8726489-Bosch-00605704-FILTER.htm?SourceCode=18
Gaggenau Refrigerator Filter,PS8726490,00605706,15.82,,,,Refrigerator.,"AP3962379, 605706",Bosch,Special Order,,https://www.partselect.com/PS8726490-Bosch-00605706-FILTER.htm?SourceCode=18
Gaggenau Refrigerator Switch,PS12584655,W11291138,27.95,,,Light not working,"Refrigerator, Ice Maker.","12466104, 63001030, W10847852, WP12466104",Whirlpool,In Stock,https://www.youtube.com/watch?v=NVne1A_uulk,https://www.partselect.com/PS12584655-Whirlpool-W11291138-Refrigerator-Switch.htm?SourceCode=18
Gaggenau Refrigerator Switch,PS8726154,00604020,11.46,,,,"Freezer, Refrigerator.","AP3955381, 604020",Bosch,In Stock,,https://www.partselect.com/PS8726154-Bosch-00604020-SWITCH.htm?SourceCode=18
Gaggenau Refrigerator Limit Switch,PS11738544,WP12575501,44.06,,,Not dispensing water,Refrigerator.,"12575501, 8171036",Whirlpool,In Stock,https://www.youtube.com/watch?v=d6AvOkulk_g,https://www.partselect.com/PS11738544-Whirlpool-WP12575501-Refrigerator-Limit-Switch.htm?SourceCode=18
Gaggenau Refrigerator 00 Switch,PS10057820,00630417,17.78,,,,"Freezer, Refrigerator.","AP5950341, 00168427, 00600136, 168427, 600136, 630417",Bosch,On Order,,https://www.partselect.com/PS10057820-Bosch-00630417-00-Switch.htm?SourceCode=18
Gaggenau Refrigerator Switch,PS8726211,00604258,19.66,,,,"Refrigerator, Freezer.","AP3955404, 604258",Bosch,Special Order,,https://www.partselect.com/PS8726211-Bosch-00604258-SWITCH.htm?SourceCode=18
Gaggenau Refrigerator Switch,PS8726284,00604670,9.46,,,,"Refrigerator, Freezer.","AP3955450, 604670",Bosch,Special Order,,https://www.partselect.com/PS8726284-Bosch-00604670-SWITCH.htm?SourceCode=18
Gaggenau Refrigerator Switch,PS8726722,00607712,9.46,,,,"Refrigerator, Freezer.","AP4067653, 607712",Bosch,Special Order,,https://www.partselect.com/PS8726722-Bosch-00607712-SWITCH.htm?SourceCode=18
Gaggenau Refrigerator Switch,PS8697312,00169300,20.34,,,,"Refrigerator, Freezer, Range Hood.","AP4020963, 169300",Bosch,Special Order,,https://www.partselect.com/PS8697312-Bosch-00169300-SWITCH.htm?SourceCode=18
Gaggenau Refrigerator Water Filter Cover,PS11738541,WP12568001,58.62,,,,Refrigerator.,"AP6005492, 12568001, 8171033",Whirlpool,In Stock,https://www.youtube.com/watch?v=wCyQiA3SZJw,https://www.partselect.com/PS11738541-Whirlpool-WP12568001-Refrigerator-Water-Filter-Cover.htm?SourceCode=18
Gaggenau Refrigerator Cover,PS8726293,00604684,11.0,,,,"Freezer, Refrigerator.","AP3955575, 604684",Bosch,In Stock,,https://www.partselect.com/PS8726293-Bosch-00604684-COVER.htm?SourceCode=18
Gaggenau Refrigerator Cover,PS11743568,WP67003924,9.95,,,,Refrigerator.,"12815301, 67003924, 8208202",Whirlpool,In Stock,,https://www.partselect.com/PS11743568-Whirlpool-WP67003924-Cover.htm?SourceCode=18
Gaggenau Refrigerator Cover,PS11724922,11008480,8.78,,,,"Refrigerator, Freezer.","00674588, 674588",Bosch,On Order,,https://www.partselect.com/PS11724922-Bosch-11008480-COVER.htm?SourceCode=18
Gaggenau Refrigerator Cover,PS2372280,W10217485,23.95,,,,Refrigerator.,"AP4500438, 12629802B, 12629803B, 67006726, 8170789",Whirlpool,In Stock,,https://www.partselect.com/PS2372280-Whirlpool-W10217485-COVER.htm?SourceCode=18
Gaggenau Refrigerator Cover,PS2374991,12726003,16.95,,,,Refrigerator.,"AP4511375, 67003331, 8208155",Whirlpool,Special Order,,https://www.partselect.com/PS2374991-Whirlpool-12726003-Cover.htm?SourceCode=18
Gaggenau Refrigerator Cover,PS11724993,12008592,6.98,,,,"Freezer, Refrigerator.","00648205, 648205",Bosch,Special Order,,https://www.partselect.com/PS11724993-Bosch-12008592-COVER.htm?SourceCode=18
Gaggenau Refrigerator Box Cover,PS11738620,WP12806701,50.33,,,,Refrigerator.,"12806701, 12806701N, 12806703, 67003899, 67004006, 8208193",Whirlpool,Special Order,,https://www.partselect.com/PS11738620-Whirlpool-WP12806701-Box-Cover.htm?SourceCode=18
Gaggenau Refrigerator Cover,PS8726459,00605623,7.56,,,,"Freezer, Refrigerator.","AP3962374, 605623",Bosch,In Stock,,https://www.partselect.com/PS8726459-Bosch-00605623-COVER.htm?SourceCode=18
Gaggenau Refrigerator Pan-utilty,PS16221154,W11490183,82.45,,,,Refrigerator.,"12655702, 12655702N, 67002320, 67003530, 8171061, W11427806, WP67003530",Whirlpool,In Stock,https://www.youtube.com/watch?v=d6AvOkulk_g,https://www.partselect.com/PS16221154-Whirlpool-W11490183-PAN-UTILTY.htm?SourceCode=18
Gaggenau Refrigerator Glide,PS11750757,WPW10235370,121.9,,,Door won’t open or close,Refrigerator.,"AP6017459, 13058101, 13058101V, 67002324, 67002752, 67006219, 67007026, 8171065, W10235370, WP67007026",Whirlpool,In Stock,https://www.youtube.com/watch?v=d6AvOkulk_g,https://www.partselect.com/PS11750757-Whirlpool-WPW10235370-Glide.htm?SourceCode=18
Gaggenau Refrigerator Deli Track,PS11743469,WP67001719,7.95,,,,Refrigerator.,"12531901, 67001719, 8171046",Whirlpool,In Stock,https://www.youtube.com/watch?v=d6AvOkulk_g,https://www.partselect.com/PS11743469-Whirlpool-WP67001719-Refrigerator-Deli-Track.htm?SourceCode=18
Gaggenau Refrigerator Pantry Divider,PS11743492,WP67002321,32.5,,,,Refrigerator.,"12709301, 12709301N, 67002321, 8208382",Whirlpool,In Stock,https://www.youtube.com/watch?v=d6AvOkulk_g,https://www.partselect.com/PS11743492-Whirlpool-WP67002321-Refrigerator-Pantry-Divider.htm?SourceCode=18
Gaggenau Refrigerator Temperature Control Slide,PS11743555,WP67003793,48.26,,,,Refrigerator.,"12655402, 67002327, 67003793, 8171044, 8208283",Whirlpool,In Stock,,https://www.partselect.com/PS11743555-Whirlpool-WP67003793-Temperature-Control-Slide.htm?SourceCode=18
Gaggenau Refrigerator Guide-wtrline 25,PS17216282,W11677725,26.95,,,,Refrigerator.,"12707205SP, 12707206, 12707206SP, 67001672, 67002456, 67002743, 67003728, 67003827, 8171037, W11031909, WP67002743",Whirlpool,In Stock,,https://www.partselect.com/PS17216282-Whirlpool-W11677725-GUIDE-WTRLINE-25.htm?SourceCode=18
Gaggenau Refrigerator Crisper Brace,PS11738486,WP12227305WD,55.53,,,,Refrigerator.,"12227305WD, 12227305WH, 67002330, 67003418, 8171056",Whirlpool,In Stock,https://www.youtube.com/watch?v=d6AvOkulk_g,https://www.partselect.com/PS11738486-Whirlpool-WP12227305WD-Crisper-Brace.htm?SourceCode=18
Gaggenau Refrigerator Front Crisper Seal,PS11743534,WP67003417,9.95,,,,Refrigerator.,"67002487, 67003417, 8171050, 8208168",Whirlpool,In Stock,https://www.youtube.com/watch?v=d6AvOkulk_g,https://www.partselect.com/PS11743534-Whirlpool-WP67003417-Front-Crisper-Seal.htm?SourceCode=18
Gaggenau Refrigerator Seal-door,PS8736533,00710673,68.54,,,,"Refrigerator, Freezer.","AP5306072, 00244576, 244576, 710673",Bosch,On Order,,https://www.partselect.com/PS8736533-Bosch-00710673-SEAL-DOOR.htm?SourceCode=18
Gaggenau Refrigerator Seal-door,PS8736534,00710674,88.58,,,,"Refrigerator, Freezer.","AP5324725, 00244570, 244570, 710674",Bosch,In Stock,,https://www.partselect.com/PS8736534-Bosch-00710674-SEAL-DOOR.htm?SourceCode=18
Gaggenau Refrigerator Crsiper Drawer Seal - Rear,PS11743497,WP67002513,10.95,,,,Refrigerator.,"67002513, 8171051",Whirlpool,In Stock,,https://www.partselect.com/PS11743497-Whirlpool-WP67002513-Crsiper-Drawer-Seal-Rear.htm?SourceCode=18
Gaggenau Refrigerator Seal-door,PS12071785,00710414,94.29,,,,"Freezer, Refrigerator.","AP6042954, 00246830, 00247056, 00247976, 00248000, 00710415, 246830, 247976, 248000, 710414, 710415",Bosch,In Stock,,https://www.partselect.com/PS12071785-Bosch-00710414-SEAL-DOOR.htm?SourceCode=18
Gaggenau Refrigerator Seal-door,PS12071833,00716385,125.84,,,,"Refrigerator, Freezer.","AP6042994, 00244229, 00247263, 00710322, 244229, 247263, 710322, 716385",Bosch,In Stock,,https://www.partselect.com/PS12071833-Bosch-00716385-SEAL-DOOR.htm?SourceCode=18
Gaggenau Refrigerator Seal-door,PS12071832,00716384,168.15,,,,"Freezer, Refrigerator.","AP6042993, 00244425, 00247252, 00710625, 244425, 247252, 710625, 716384",Bosch,In Stock,,https://www.partselect.com/PS12071832-Bosch-00716384-SEAL-DOOR.htm?SourceCode=18
Gaggenau Refrigerator Seal-door,PS12071784,00710413,115.75,,,,"Freezer, Refrigerator.","AP6042953, 00246829, 00247055, 00247986, 00247998, 00710416, 246829, 247055, 247986, 247998, 710413, 710416",Bosch,In Stock,,https://www.partselect.com/PS12071784-Bosch-00710413-SEAL-DOOR.htm?SourceCode=18
Gaggenau Refrigerator Seal-door,PS12071831,00716383,131.56,,,,"Freezer, Refrigerator.","AP6042992, 00244219, 00246852, 00710321, 244219, 246852, 710321, 716383",Bosch,On Order,,https://www.partselect.com/PS12071831-Bosch-00716383-SEAL-DOOR.htm?SourceCode=18
Gaggenau Refrigerator Dryer Screw,PS11746840,WP90767,7.95,,,,"Dryer, Refrigerator, Washer, Air Conditioner.","AP6013613, 0041808, 0041816, 0056267, 0056277, 015446, 03020094, 0312639, 0312642, 046373-03, 046373-04, 05600002, 05600004, 0805221, 0808658, 12990524, 12991603V, 14222402, 2-10587, 2-11294 ... Show more",Whirlpool,In Stock,https://www.youtube.com/watch?v=d6AvOkulk_g,https://www.partselect.com/PS11746840-Whirlpool-WP90767-Dryer-Screw.htm?SourceCode=18
Gaggenau Refrigerator Screw,PS11743743,WP681249,7.95,,,,"Refrigerator, Dishwasher, Ice Maker, Microwave.","AP6010560, 309965, 312799, 415014-103, 415014-35, 4157319, 4171126, 4176298, 489166, 489276, 621249, 68124-9, 681249, 8170933, 830043, 95106-1",Whirlpool,In Stock,https://www.youtube.com/watch?v=d6AvOkulk_g,https://www.partselect.com/PS11743743-Whirlpool-WP681249-Screw.htm?SourceCode=18
Gaggenau Refrigerator Clip,PS8728848,00623317,6.98,,,,"Refrigerator, Freezer.","AP5323196, 00604666, 604666, 623317",Bosch,In Stock,,https://www.partselect.com/PS8728848-Bosch-00623317-CLIP.htm?SourceCode=18
Gaggenau Refrigerator Screw,PS11742240,WP400021-1,11.95,,,Will Not Start,"Refrigerator, Range, Cooktop, Dryer.","AP6009097, 0041829, 0071847, 12990604, 22002060, 22002230, 22003263, 22003681, 3-14347, 3-24004-091, 314347, 31750416, 400021-1, 63001487, 67001380, 67001969, 67006602, 7101P685-60, 74003132, 74007410 ... Show more",Whirlpool,In Stock,https://www.youtube.com/watch?v=d6AvOkulk_g,https://www.partselect.com/PS11742240-Whirlpool-WP400021-1-Refrigerator-Screw.htm?SourceCode=18
Gaggenau Refrigerator Screw,PS12349731,W11233072,20.95,,,Little to no heat when baking | Element will not heat,"Refrigerator, Range, Wall Oven, Freezer.","AP6331301, 0071642, 0077903, 0078135, 01500080, 01500152, 02500010, 02500034, 02500057, 02500172, 03000149, 03000153, 03000188, 03000193, 03020016, 03020068, 03020072, 03020079, 04100110, 05200050 ... Show more",Whirlpool,In Stock,https://www.youtube.com/watch?v=d6AvOkulk_g,https://www.partselect.com/PS12349731-Whirlpool-W11233072-Refrigerator-Screw.htm?SourceCode=18
Gaggenau Refrigerator Screw,PS1845599,67006425,7.95,,,,"Refrigerator, Freezer, Air Conditioner, Microwave.","AP4081990, 1187299, 0053901, 0056269, 0056286, 0089024, 0312633, 0312636, 0313145, 046373-02, 12990511, 12990511K, 12990511SP, 12990513, 14208261, 312636, 400017-35, 4344218, 4344396, 4344545 ... Show more",Whirlpool,In Stock,https://www.youtube.com/watch?v=d6AvOkulk_g,https://www.partselect.com/PS1845599-Whirlpool-67006425-Screw.htm?SourceCode=18
Gaggenau Refrigerator Screw,PS11747542,WP98165,7.95,,,,"Refrigerator, Washer, Freezer, Air Conditioner.","0056268, 0312638, 12990504, 12990504V, 12990521, 14205659, 2-13648, 213648, 232127, 3-11608, 311608, 3400804, 4340259, 4340622, 4343675, 4355181, 4355326, 488246, 488401, 489088 ... Show more",Whirlpool,In Stock,https://www.youtube.com/watch?v=d6AvOkulk_g,https://www.partselect.com/PS11747542-Whirlpool-WP98165-Refrigerator-Screw.htm?SourceCode=18
Gaggenau Refrigerator Screw,PS11745622,WP8281196,9.95,,,,"Refrigerator, Ice Maker, Dryer, Grill.","AP6012414, 12992602, 25-7324, 25-7744, 3-31014, 331014, 4344663, 489494, 489499, 56692, 61004641, 67006521, 8171215, 8190633, 8281196, 9-12590, 912590, M0202327, M0202336, R0600046 ... Show more",Whirlpool,In Stock,https://www.youtube.com/watch?v=d6AvOkulk_g,https://www.partselect.com/PS11745622-Whirlpool-WP8281196-Refrigerator-Screw.htm?SourceCode=18
Gaggenau Refrigerator Screw Kit,PS1731746,R9800670,7.95,,,,"Refrigerator, Freezer, Air Conditioner, Furnace.","AP4253487, 237241, 0056271, 0056302, 320449, 56271, 70002486, 8170499, 8170596, A4009001, M0211030, M0211343, M0223230, M0226331, M0238731, M0257244, R0900020, R9800670, Y0056271, Y0056302 ... Show more",Whirlpool,In Stock,https://www.youtube.com/watch?v=d6AvOkulk_g,https://www.partselect.com/PS1731746-Whirlpool-R9800670-Refrigerator-Screw-Kit.htm?SourceCode=18
Gaggenau Refrigerator Clip,PS10060851,00633652,13.37,,,,"Refrigerator, Freezer.","AP5953399, 00604665, 604665, 633652",Bosch,In Stock,,https://www.partselect.com/PS10060851-Bosch-00633652-CLIP.htm?SourceCode=18
Gaggenau Refrigerator Crisper Frame Support,PS11738556,WP12603701,10.95,,,,Refrigerator.,"AP6005507, 12603701, 8208330",Whirlpool,In Stock,https://www.youtube.com/watch?v=Zy2Rio8qg7I,https://www.partselect.com/PS11738556-Whirlpool-WP12603701-Refrigerator-Crisper-Frame-Support.htm?SourceCode=18
Gaggenau Refrigerator Crisper Frame,PS11743665,WP67006185,114.87,,,,Refrigerator.,"AP6010484, 12531202, 12531202SP, 67002472, 67006185, 8171047",Whirlpool,In Stock,https://www.youtube.com/watch?v=d6AvOkulk_g,https://www.partselect.com/PS11743665-Whirlpool-WP67006185-Refrigerator-Crisper-Frame.htm?SourceCode=18
Gaggenau Refrigerator Crisper Glass,PS11743702,WP67006655,126.97,,,,Refrigerator.,"12204821, 12204821N, 67002485, 67006655, 8171045",Whirlpool,In Stock,https://www.youtube.com/watch?v=d6AvOkulk_g,https://www.partselect.com/PS11743702-Whirlpool-WP67006655-Refrigerator-Crisper-Glass.htm?SourceCode=18
Gaggenau Refrigerator Dairy Tray,PS11743449,WP67001279,59.02,,,,"Refrigerator, Freezer.","12369502, 12369502SP, 67001017, 67001279, 67001279A, 8170793",Whirlpool,In Stock,,https://www.partselect.com/PS11743449-Whirlpool-WP67001279-Refrigerator-Dairy-Tray.htm?SourceCode=18
Gaggenau Refrigerator Crisper Frame - No Glass,PS11743592,WP67004531,122.93,,,,Refrigerator.,"67004352, 67004531, 67004905",Whirlpool,In Stock,https://www.youtube.com/watch?v=4oVoM6dBjpk,https://www.partselect.com/PS11743592-Whirlpool-WP67004531-Crisper-Frame-NO-Glass.htm?SourceCode=18
